event_1,fighter_1_1,fighter_2_1,fighter_1_result_1,fighter_2_result_1,fighter_1_knockdowns_1,fighter_2_knockdowns_1,fighter_1_ss_1,fighter_2_ss_1,fighter_1_ss_pct_1,fighter_2_ss_pct_1,fighter_1_total_strikes_1,fighter_2_total_strikes_1,fighter_1_takedowns_1,fighter_2_takedowns_1,fighter_1_takedown_pct_1,fighter_2_takedown_pct_1,fighter_1_submission_attempts_1,fighter_2_submission_attempts_1,fighter_1_reverses_1,fighter_2_reverses_1,fighter_1_control_1,fighter_2_control_1,fighter_1_head_ss_1,fighter_2_head_ss_1,fighter_1_body_ss_1,fighter_2_body_ss_1,fighter_1_leg_ss_1,fighter_2_leg_ss_1,fighter_1_distance_ss_1,fighter_2_distance_ss_1,fighter_1_clinch_ss_1,fighter_2_clinch_ss_1,fighter_1_ground_ss_1,fighter_2_ground_ss_1,original_order,fighter_1_knockdowns_previous,fighter_1_ss_previous,fighter_1_ss_pct_previous,fighter_1_total_strikes_previous,fighter_1_takedowns_previous,fighter_1_takedown_pct_previous,fighter_1_submission_attempts_previous,fighter_1_reverses_previous,fighter_1_control_previous,fighter_1_head_ss_previous,fighter_1_body_ss_previous,fighter_1_leg_ss_previous,fighter_1_distance_ss_previous,fighter_1_clinch_ss_previous,fighter_1_ground_ss_previous,fighter_2_knockdowns_previous,fighter_2_ss_previous,fighter_2_ss_pct_previous,fighter_2_total_strikes_previous,fighter_2_takedowns_previous,fighter_2_takedown_pct_previous,fighter_2_submission_attempts_previous,fighter_2_reverses_previous,fighter_2_control_previous,fighter_2_head_ss_previous,fighter_2_body_ss_previous,fighter_2_leg_ss_previous,fighter_2_distance_ss_previous,fighter_2_clinch_ss_previous,fighter_2_ground_ss_previous,Name,Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling,Style_Taekwondo,Age,Height,Reach,Name_fighter2,Wins_fighter2,Losses_fighter2,Draws_fighter2,Style_Boxing_fighter2,Style_Brawler_fighter2,Style_Brazilian Jiu-Jitsu_fighter2,Style_Freestyle_fighter2,Style_Grappler_fighter2,Style_Jiu-Jitsu_fighter2,Style_Judo_fighter2,Style_Karate_fighter2,Style_Kickboxer_fighter2,Style_Kung Fu_fighter2,Style_Kung-Fu_fighter2,Style_MMA_fighter2,Style_Muay Thai_fighter2,Style_Sambo_fighter2,Style_Striker_fighter2,Style_Wrestler_fighter2,Style_Wrestling_fighter2,Style_Taekwondo_fighter2,Age_fighter2,Height_fighter2,Reach_fighter2
UFC 273: Volkanovski vs. The Korean Zombie,Anthony Hernandez,Josh Fremd,W,L,0.0,0.0,0.676056338,0.574074074,0.67,0.57,0.733870968,0.641791045,0.727272727,1.0,0.72,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.629032258,0.432432432,1.0,0.866666667,1.0,1.0,0.36,0.428571429,0.555555556,0.857142857,0.918918919,0.8,400,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Anthony Hernandez,0.3157894736842105,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,0.4166666666666667,0.9113924050632912,0.5681818181818183,Josh Fremd,0.2894736842105263,0.2857142857142857,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.4166666666666667,0.9620253164556962,0.6136363636363638
UFC 298: Volkanovski vs. Topuria,Anthony Hernandez,Roman Kopylov,W,L,0.0,0.0,0.441558442,0.614035088,0.44,0.61,0.475609756,0.650793651,0.214285714,0.0,0.21,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.411764706,0.488372093,0.666666667,1.0,0.666666667,1.0,0.369230769,0.607142857,0.8,1.0,1.0,0.0,83,[0.0],[0.676056338],[0.67],[0.733870968],[0.727272727],[0.72],[3.0],[0.0],[0.0],[0.629032258],[1.0],[1.0],[0.36],[0.555555556],[0.918918919],[1.0],[0.451612903],[0.45],[0.486486486],[0.5],[0.5],[0.0],[0.0],[0.0],[0.394736842],[0.583333333],[1.0],[0.432098765],[0.5],[0.625],Anthony Hernandez,0.3157894736842105,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,0.4166666666666667,0.9113924050632912,0.5681818181818183,Roman Kopylov,0.3421052631578947,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.5,0.9113924050632912,0.5681818181818183
UFC 261: Usman vs. Masvidal 2,Anthony Smith,Jimmy Crute,W,L,0.0,0.0,0.666666667,0.514285714,0.66,0.51,0.675,0.596491228,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.333333333,0.8,0.4,1.0,1.0,0.666666667,0.515151515,0.0,0.0,0.0,0.5,554,[1.0],[0.49],[0.49],[0.522522523],[0.0],[0.0],[0.0],[1.0],[0.0],[0.392857143],[1.0],[1.0],[0.411764706],[0.888888889],[1.0],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Anthony Smith,1.0,0.9523809523809524,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.9620253164556962,0.6136363636363638,Jimmy Crute,0.3157894736842105,0.1904761904761904,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.2916666666666667,0.9367088607594936,0.5227272727272729
UFC 301: Pantoja vs. Erceg,Anthony Smith,Vitor Petrino,W,L,0.0,0.0,0.55,0.454545455,0.55,0.45,0.55,0.454545455,0.0,0.5,,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.466666667,0.285714286,0.0,0.666666667,0.8,1.0,0.55,0.454545455,0.0,0.0,0.0,0.0,41,"[1.0, 0.0]","[0.49, 0.666666667]","[0.49, 0.66]","[0.522522523, 0.675]","[0.0, 0.0]","[0.0, nan]","[0.0, 0.0]","[1.0, 0.0]","[0.0, 0.0]","[0.392857143, 0.625]","[1.0, 0.8]","[1.0, 1.0]","[0.411764706, 0.666666667]","[0.888888889, 0.0]","[1.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Anthony Smith,1.0,0.9523809523809524,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.9620253164556962,0.6136363636363638,Vitor Petrino,0.2894736842105263,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,0.25,0.9367088607594936,0.6818181818181821
UFC 303: Pereira vs. Prochazka 2,Anthony Smith,Roman Dolidze,L,W,0.0,0.0,0.548387097,0.540540541,0.54,0.54,0.548387097,0.54787234,0.0,0.333333333,,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.402985075,0.451851852,1.0,0.75,0.909090909,0.794117647,0.548387097,0.492424242,0.0,0.75,0.0,0.653061224,16,"[1.0, 0.0, 0.0]","[0.49, 0.666666667, 0.55]","[0.49, 0.66, 0.55]","[0.522522523, 0.675, 0.55]","[0.0, 0.0, 0.0]","[0.0, nan, nan]","[0.0, 0.0, 1.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.392857143, 0.625, 0.466666667]","[1.0, 0.8, 0.0]","[1.0, 1.0, 0.8]","[0.411764706, 0.666666667, 0.55]","[0.888888889, 0.0, 0.0]","[1.0, 0.0, 0.0]",[0.0],[0.369791667],[0.36],[0.369791667],[0.0],[0.0],[0.0],[0.0],[0.0],[0.307692308],[0.733333333],[1.0],[0.372222222],[0.333333333],[0.0],Anthony Smith,1.0,0.9523809523809524,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.9620253164556962,0.6136363636363638,Roman Dolidze,0.3421052631578947,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.6666666666666667,0.9367088607594936,0.6136363636363638
UFC 255: Figueiredo vs. Perez,Antonina Shevchenko,Ariane da Silva,W,L,0.0,0.0,0.684210526,0.576923077,0.68,0.57,0.734375,0.694444444,0.333333333,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.466666667,1.0,0.833333333,1.0,0.6,0.666666667,0.541666667,0.833333333,1.0,0.666666667,0.0,626,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Antonina Shevchenko,0.3846153846153846,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.68,0.9315068493150684,0.5483870967741935,Ariane da Silva,0.6538461538461539,0.4285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.36,0.9041095890410958,0.5483870967741935
UFC 274: Oliveira vs. Gaethje,Ariane Carnelossi,Loopy Godinez,L,W,0.0,0.0,0.45,0.754098361,0.45,0.75,0.657142857,0.751445087,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.388888889,0.734693878,1.0,0.833333333,1.0,0.0,0.307692308,0.578947368,0.6,0.666666667,1.0,0.9,392,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Ariane Carnelossi,0.576923076923077,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.4,0.8493150684931506,0.1935483870967744,Loopy Godinez,0.4615384615384615,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.36,0.8493150684931506,0.1612903225806454
UFC 257: Poirier vs. McGregor,Arman Tsarukyan,Matt Frevola,W,L,0.0,0.0,0.485436893,0.280701754,0.48,0.28,0.572222222,0.525773196,0.833333333,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390243902,0.173913043,0.8,0.666666667,1.0,1.0,0.453488372,0.1875,0.625,0.777777778,0.666666667,0.0,603,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0.0],[0.402597403],[0.4],[0.515789474],[0.307692308],[0.3],[2.0],[2.0],[0.0],[0.36],[0.277777778],[0.888888889],[0.358208955],[0.0],[0.875],Arman Tsarukyan,0.5789473684210527,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,0.2916666666666667,0.8481012658227848,0.4545454545454546,Matt Frevola,0.2894736842105263,0.1904761904761904,0.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.5416666666666667,0.8734177215189873,0.3863636363636367
UFC 280: Oliveira vs. Makhachev,Armen Petrosyan,AJ Dobson,W,L,0.0,0.0,0.479674797,0.360248447,0.47,0.36,0.479674797,0.380952381,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205298013,0.279411765,0.897435897,0.642857143,0.928571429,1.0,0.454935622,0.33557047,0.923076923,0.666666667,0.0,0.0,316,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Armen Petrosyan,0.2368421052631578,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,0.5416666666666667,0.9493670886075948,0.3863636363636367,AJ Dobson,0.1842105263157894,0.1428571428571428,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.4583333333333332,0.9240506329113924,0.6136363636363638
UFC 297: Strickland vs. Du Plessis,Arnold Allen,Movsar Evloev,L,W,0.0,0.0,0.421428571,0.43220339,0.42,0.43,0.426573427,0.510638298,0.0,0.294117647,,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.356521739,0.346534653,0.708333333,0.923076923,1.0,1.0,0.370967742,0.409090909,0.75,0.714285714,1.0,1.0,95,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0.0],[0.482352941],[0.48],[0.582978723],[1.0],[1.0],[0.0],[0.0],[0.0],[0.45751634],[0.7],[0.714285714],[0.472727273],[0.0],[0.8],Arnold Allen,0.5263157894736842,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.4166666666666667,0.8607594936708861,0.3409090909090913,Movsar Evloev,0.4736842105263157,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.4166666666666667,0.8481012658227848,0.4545454545454546
UFC 304: Edwards vs. Muhammad 2,Arnold Allen,Giga Chikadze,W,L,0.0,0.0,0.5,0.342342342,0.5,0.34,0.5,0.348214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452631579,0.265060241,0.727272727,0.5,0.4,1.0,0.5,0.342342342,0.0,0.0,0.0,0.0,4,[0.0],[0.421428571],[0.42],[0.426573427],[0.0],[nan],[1.0],[0.0],[0.0],[0.356521739],[0.708333333],[1.0],[0.370967742],[0.75],[1.0],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Arnold Allen,0.5263157894736842,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.4166666666666667,0.8607594936708861,0.3409090909090913,Giga Chikadze,0.3947368421052631,0.1904761904761904,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,0.625,0.9113924050632912,0.5227272727272729
UFC on FOX: Johnson vs. Reis,Ashlee Evans-Smith,Ketlen Vieira,L,W,0.0,0.0,0.35978836,0.30212766,0.35,0.3,0.438596491,0.34765625,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.151515152,0.256880734,0.772727273,0.846153846,0.885714286,1.0,0.30952381,0.262672811,0.761904762,0.764705882,0.0,1.0,1151,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Ashlee Evans-Smith,0.2307692307692307,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.6,0.9315068493150684,0.5806451612903225,Ketlen Vieira,0.5384615384615385,0.1428571428571428,0.0,False,False,False,False,False,False,True,False,False,False,,False,False,False,False,False,False,False,0.44,0.9315068493150684,0.6129032258064515
UFC 222: Cyborg vs. Kunitskaya,Ashley Yoder,Mackenzie Dern,L,W,1.0,0.0,0.366197183,0.48951049,0.36,0.48,0.442424242,0.510067114,0.0,0.166666667,,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.247706422,0.351351351,0.739130435,0.933333333,0.8,1.0,0.296,0.380530973,0.882352941,0.904761905,0.0,0.888888889,1006,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Ashley Yoder,0.3076923076923077,0.4285714285714285,0.0,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False,0.5600000000000002,0.917808219178082,0.7096774193548385,Mackenzie Dern,0.5384615384615385,0.238095238095238,0.0,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.4,0.8767123287671232,0.2903225806451615
UFC 252: Miocic vs. Cormier 3,Ashley Yoder,Livinha Souza,L,W,0.0,0.0,0.280701754,0.657142857,0.28,0.65,0.505681818,0.736842105,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.454545455,0.428571429,0.727272727,0.375,0.884615385,0.285714286,0.654545455,0.0,0.714285714,0.0,0.625,662,[1.0],[0.366197183],[0.36],[0.442424242],[0.0],[nan],[0.0],[0.0],[0.0],[0.247706422],[0.739130435],[0.8],[0.296],[0.882352941],[0.0],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Ashley Yoder,0.3076923076923077,0.4285714285714285,0.0,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False,0.5600000000000002,0.917808219178082,0.7096774193548385,Livinha Souza,0.5384615384615385,0.1904761904761904,0.0,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.5600000000000002,0.8904109589041096,0.2903225806451615
UFC 229: Khabib vs. McGregor,Aspen Ladd,Tonya Evinger,W,L,0.0,0.0,0.684931507,0.5625,0.68,0.56,0.702380952,0.681818182,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.651515152,0.285714286,1.0,0.857142857,0.0,0.5,0.25,0.333333333,0.777777778,0.857142857,0.769230769,0.0,925,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0.0],[0.376470588],[0.37],[0.390804598],[0.25],[0.25],[0.0],[0.0],[0.0],[0.240740741],[0.529411765],[0.714285714],[0.358974359],[0.571428571],[0.0],Aspen Ladd,0.3461538461538461,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.2800000000000001,0.9041095890410958,0.4838709677419355,Tonya Evinger,0.7307692307692308,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.84,0.9246575342465752,0.7419354838709675
UFC 273: Volkanovski vs. The Korean Zombie,Aspen Ladd,Raquel Pennington,L,W,0.0,0.0,0.40625,0.584615385,0.4,0.58,0.512562814,0.623853211,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313559322,0.428571429,0.617647059,0.903846154,0.875,1.0,0.35862069,0.536144578,0.866666667,0.862068966,0.0,0.0,401,[0.0],[0.684931507],[0.68],[0.702380952],[0.0],[nan],[0.0],[0.0],[0.0],[0.651515152],[1.0],[0.0],[0.25],[0.777777778],[0.769230769],"[0.0, 0.0, 0.0]","[0.602941176, 0.378698225, 0.487179487]","[0.6, 0.37, 0.48]","[0.6875, 0.424731183, 0.578947368]","[1.0, 0.125, 0.5]","[1.0, 0.12, 0.5]","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.331081081, 0.209302326]","[0.909090909, 0.666666667, 0.9]","[1.0, 0.833333333, 0.4]","[0.5, 0.35, 0.217391304]","[0.733333333, 0.875, 0.875]","[0.5, 1.0, 0.0]",Aspen Ladd,0.3461538461538461,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.2800000000000001,0.9041095890410958,0.4838709677419355,Raquel Pennington,0.6153846153846154,0.4285714285714285,0.0,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.5600000000000002,0.917808219178082,0.5806451612903225
UFC 223: Khabib vs. Iaquinta,Bec Rawlings,Ashlee Evans-Smith,L,W,0.0,0.0,0.451282051,0.350453172,0.45,0.35,0.454081633,0.359050445,0.0,0.25,,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.31292517,0.293478261,0.777777778,0.555555556,0.933333333,0.789473684,0.436170213,0.331147541,0.857142857,0.56,0.0,1.0,999,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[0.0, 0.0]","[0.6875, 0.333333333]","[0.68, 0.33]","[0.757575758, 0.454545455]","[0.5, 0.0]","[0.5, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.555555556, 0.2]","[0.833333333, 0.5]","[1.0, 0.0]","[0.25, 0.0]","[0.833333333, 0.5]","[0.0, 1.0]",Bec Rawlings,0.2692307692307693,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.5200000000000001,0.9041095890410958,0.3548387096774195,Ashlee Evans-Smith,0.2307692307692307,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.6,0.9315068493150684,0.5806451612903225
UFC 280: Oliveira vs. Makhachev,Belal Muhammad,Sean Brady,W,L,0.0,0.0,0.38277512,0.491525424,0.38,0.49,0.38277512,0.491525424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349726776,0.408163265,0.578947368,0.666666667,0.714285714,1.0,0.383495146,0.487179487,0.333333333,1.0,0.0,0.0,312,"[0.0, 0.0]","[0.462264151, 0.488636364]","[0.46, 0.48]","[0.527027027, 0.478873239]","[0.222222222, 0.1]","[0.22, 0.1]","[1.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.470588235, 0.469827586]","[0.368421053, 0.64516129]","[1.0, 0.0]","[0.428571429, 0.475806452]","[0.75, 0.6875]","[1.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Belal Muhammad,0.631578947368421,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.8987341772151899,0.4318181818181821,Sean Brady,0.4210526315789473,0.0476190476190476,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.4583333333333332,0.8860759493670886,0.4318181818181821
UFC 288: Sterling vs. Cejudo,Belal Muhammad,Gilbert Burns,W,L,0.0,0.0,0.466431095,0.551020408,0.46,0.55,0.466431095,0.551020408,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381742739,0.364583333,0.951219512,0.8125,1.0,0.942857143,0.466431095,0.551020408,0.0,0.0,0.0,0.0,201,"[0.0, 0.0, 0.0]","[0.462264151, 0.488636364, 0.38277512]","[0.46, 0.48, 0.38]","[0.527027027, 0.478873239, 0.38277512]","[0.222222222, 0.1, 0.0]","[0.22, 0.1, nan]","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.470588235, 0.469827586, 0.349726776]","[0.368421053, 0.64516129, 0.578947368]","[1.0, 0.0, 0.714285714]","[0.428571429, 0.475806452, 0.383495146]","[0.75, 0.6875, 0.333333333]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.314285714, 0.464285714, 0.531468531, 0.416666667]","[0.31, 0.46, 0.53, 0.41]","[0.366013072, 0.448275862, 0.631578947, 0.443548387]","[0.2, 0.0, 0.428571429, 0.0]","[0.2, 0.0, 0.42, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.236842105, 0.3125, 0.47107438, 0.24]","[0.652173913, 0.5, 0.941176471, 0.928571429]","[0.666666667, 0.7, 0.6, 0.736842105]","[0.245762712, 0.464285714, 0.389473684, 0.423076923]","[0.681818182, 0.0, 1.0, 0.25]","[0.0, 0.0, 0.785714286, 0.0]",Belal Muhammad,0.631578947368421,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.8987341772151899,0.4318181818181821,Gilbert Burns,0.5789473684210527,0.3333333333333333,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.75,0.8860759493670886,0.3863636363636367
UFC 222: Cyborg vs. Kunitskaya,Beneil Dariush,Alexander Hernandez,L,W,0.0,1.0,0.363636364,0.615384615,0.36,0.61,0.363636364,0.642857143,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714286,0.5,0.333333333,1.0,1.0,0.0,0.363636364,0.545454545,0.0,0.0,0.0,1.0,1007,[1.0],[0.515923567],[0.51],[0.547619048],[0.0],[nan],[0.0],[0.0],[0.0],[0.447761194],[0.888888889],[0.928571429],[0.432432432],[0.666666667],[0.741935484],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Beneil Dariush,0.5789473684210527,0.2857142857142857,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.625,0.8860759493670886,0.4318181818181821,Alexander Hernandez,0.3684210526315789,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.4583333333333332,0.8734177215189873,0.4318181818181821
UFC 248: Adesanya vs. Romero,Beneil Dariush,Drakkar Klose,W,L,1.0,0.0,0.6,0.6,0.6,0.6,0.607142857,0.72972973,0.333333333,0.0,0.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.545454545,1.0,0.0,1.0,1.0,0.6,0.590909091,0.0,0.666666667,0.0,0.0,703,"[1.0, 0.0]","[0.515923567, 0.363636364]","[0.51, 0.36]","[0.547619048, 0.363636364]","[0.0, 0.0]","[nan, nan]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.447761194, 0.285714286]","[0.888888889, 0.333333333]","[0.928571429, 1.0]","[0.432432432, 0.363636364]","[0.666666667, 0.0]","[0.741935484, 0.0]","[0.0, 0.0, 0.0]","[0.39, 0.56122449, 0.61875]","[0.39, 0.56, 0.61]","[0.466101695, 0.618644068, 0.713004484]","[0.285714286, 0.25, 0.285714286]","[0.28, 0.25, 0.28]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.268292683, 0.426470588, 0.49122807]","[1.0, 0.9, 0.966666667]","[0.666666667, 0.85, 0.875]","[0.363636364, 0.467532468, 0.419354839]","[0.545454545, 0.904761905, 0.95]","[1.0, 0.0, 0.814814815]",Beneil Dariush,0.5789473684210527,0.2857142857142857,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.625,0.8860759493670886,0.4318181818181821,Drakkar Klose,0.3947368421052631,0.0952380952380952,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.8734177215189873,0.3409090909090913
UFC 280: Oliveira vs. Makhachev,Beneil Dariush,Mateusz Gamrot,W,L,1.0,0.0,0.453846154,0.407407407,0.45,0.4,0.485507246,0.441860465,0.0,0.210526316,,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.328358209,0.714285714,0.75,1.0,1.0,0.429752066,0.381578947,0.666666667,0.8,0.833333333,0.0,310,"[1.0, 0.0, 1.0]","[0.515923567, 0.363636364, 0.6]","[0.51, 0.36, 0.6]","[0.547619048, 0.363636364, 0.607142857]","[0.0, 0.0, 0.333333333]","[nan, nan, 0.33]","[0.0, 0.0, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.447761194, 0.285714286, 0.5]","[0.888888889, 0.333333333, 1.0]","[0.928571429, 1.0, 1.0]","[0.432432432, 0.363636364, 0.6]","[0.666666667, 0.0, 0.0]","[0.741935484, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Beneil Dariush,0.5789473684210527,0.2857142857142857,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.625,0.8860759493670886,0.4318181818181821,Mateusz Gamrot,0.631578947368421,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,0.5416666666666667,0.8860759493670886,0.3636363636363637
UFC 177: Dillashaw vs Soto,Bethe Correia,Shayna Baszler,W,L,0.0,0.0,0.660194175,0.266666667,0.66,0.26,0.734848485,0.463414634,0.0,0.25,,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.632911392,0.266666667,0.739130435,0.0,1.0,0.0,0.636363636,0.2,0.694444444,0.4,1.0,0.0,1527,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Bethe Correia,0.4230769230769231,0.2857142857142857,0.5,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False,0.7200000000000001,0.8904109589041096,0.3548387096774195,Shayna Baszler,0.576923076923077,0.4761904761904761,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.84,0.917808219178082,0.5483870967741935
