event,fighter_1,fighter_2,fighter_1_result,fighter_2_result,fighter_1_knockdowns,fighter_2_knockdowns,fighter_1_ss,fighter_2_ss,fighter_1_ss_pct,fighter_2_ss_pct,fighter_1_total_strikes,fighter_2_total_strikes,fighter_1_takedowns,fighter_2_takedowns,fighter_1_takedown_pct,fighter_2_takedown_pct,fighter_1_submission_attempts,fighter_2_submission_attempts,fighter_1_reverses,fighter_2_reverses,fighter_1_control,fighter_2_control,fighter_1_head_ss,fighter_2_head_ss,fighter_1_body_ss,fighter_2_body_ss,fighter_1_leg_ss,fighter_2_leg_ss,fighter_1_distance_ss,fighter_2_distance_ss,fighter_1_clinch_ss,fighter_2_clinch_ss,fighter_1_ground_ss,fighter_2_ground_ss
UFC Macao: Franklin vs Le,Takeya Mizugaki,Jeff Hougland,W,L,0,0,63 of 112,14 of 25,56%,56%,103 of 164,73 of 89,4 of 4,1 of 7,100%,14%,0,0,0,0,11:04,0:36,53 of 98,5 of 12,7 of 10,8 of 11,3 of 4,1 of 2,10 of 26,8 of 19,6 of 9,5 of 5,47 of 77,1 of 1
UFC Macao: Franklin vs Le,Alex Caceres,Motonobu Tezuka,W,L,0,0,64 of 124,22 of 75,51%,29%,83 of 143,40 of 108,0 of 0,2 of 12,---,16%,0,0,0,0,1:11,3:44,40 of 92,8 of 56,14 of 18,1 of 2,10 of 14,13 of 17,55 of 115,21 of 74,6 of 6,1 of 1,3 of 3,0 of 0
UFC Macao: Franklin vs Le,Yasuhiro Urushitani,John Lineker,L,W,0,0,62 of 158,77 of 224,39%,34%,62 of 158,79 of 226,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:28,34 of 110,38 of 140,13 of 26,28 of 62,15 of 22,11 of 22,62 of 158,74 of 218,0 of 0,1 of 4,0 of 0,2 of 2
UFC Macao: Franklin vs Le,Riki Fukuda,Tom DeBlass,W,L,0,0,85 of 164,44 of 120,51%,36%,229 of 325,67 of 144,3 of 5,0 of 0,60%,---,0,0,0,0,6:58,0:00,35 of 102,26 of 98,18 of 26,9 of 11,32 of 36,9 of 11,45 of 122,35 of 111,32 of 34,9 of 9,8 of 8,0 of 0
UFC 153: Silva vs Bonnar,Anderson Silva,Stephan Bonnar,W,L,1,0,19 of 27,12 of 43,70%,27%,27 of 35,28 of 59,0 of 0,0 of 3,---,0%,0,0,0,0,0:21,2:58,15 of 23,9 of 33,4 of 4,2 of 7,0 of 0,1 of 3,4 of 7,6 of 27,10 of 12,6 of 16,5 of 8,0 of 0
UFC 153: Silva vs Bonnar,Antonio Rodrigo Nogueira,Dave Herman,W,L,1,0,20 of 49,13 of 32,40%,40%,45 of 85,14 of 33,1 of 3,2 of 2,33%,100%,3,0,0,0,4:05,1:02,19 of 48,3 of 19,0 of 0,5 of 8,1 of 1,5 of 5,17 of 40,11 of 26,0 of 2,1 of 3,3 of 7,1 of 3
UFC 153: Silva vs Bonnar,Glover Teixeira,Fabio Maldonado,W,L,1,0,85 of 145,10 of 36,58%,27%,117 of 183,14 of 40,3 of 3,0 of 0,100%,---,1,0,0,0,6:58,0:00,84 of 143,9 of 34,1 of 2,1 of 2,0 of 0,0 of 0,19 of 45,10 of 36,0 of 2,0 of 0,66 of 98,0 of 0
UFC 153: Silva vs Bonnar,Jon Fitch,Erick Silva,W,L,0,0,82 of 131,19 of 33,62%,57%,176 of 234,24 of 38,6 of 9,2 of 3,66%,66%,2,2,1,0,8:48,2:57,69 of 112,12 of 23,10 of 14,4 of 7,3 of 5,3 of 3,5 of 12,4 of 10,16 of 28,7 of 14,61 of 91,8 of 9
UFC 153: Silva vs Bonnar,Phil Davis,Wagner Prado,W,L,0,0,29 of 49,2 of 11,59%,18%,59 of 82,2 of 11,5 of 6,0 of 0,83%,---,2,0,0,0,5:54,0:00,16 of 33,0 of 9,11 of 13,2 of 2,2 of 3,0 of 0,3 of 14,1 of 10,5 of 6,1 of 1,21 of 29,0 of 0
UFC 153: Silva vs Bonnar,Demian Maia,Rick Story,W,L,0,0,5 of 8,3 of 5,62%,60%,9 of 12,10 of 12,3 of 5,0 of 0,60%,---,1,0,0,0,2:15,0:00,4 of 7,1 of 3,1 of 1,2 of 2,0 of 0,0 of 0,1 of 1,2 of 4,0 of 0,1 of 1,4 of 7,0 of 0
UFC 153: Silva vs Bonnar,Rony Jason,Sam Sicilia,W,L,0,0,46 of 96,39 of 96,47%,40%,52 of 102,48 of 108,1 of 1,1 of 1,100%,100%,1,0,0,0,0:09,1:26,33 of 77,28 of 78,12 of 18,10 of 16,1 of 1,1 of 2,36 of 86,31 of 83,2 of 2,1 of 1,8 of 8,7 of 12
UFC 153: Silva vs Bonnar,Gleison Tibau,Francisco Trinaldo,W,L,0,1,36 of 63,45 of 97,57%,46%,96 of 134,70 of 129,5 of 6,0 of 0,83%,---,2,2,0,0,6:37,4:08,26 of 52,27 of 77,6 of 7,14 of 16,4 of 4,4 of 4,13 of 34,19 of 58,17 of 20,15 of 18,6 of 9,11 of 21
UFC 153: Silva vs Bonnar,Diego Brandao,Joey Gambino,W,L,1,0,33 of 77,39 of 109,42%,35%,84 of 133,59 of 129,3 of 4,0 of 4,75%,0%,0,1,0,0,5:33,0:37,22 of 60,22 of 88,4 of 8,9 of 12,7 of 9,8 of 9,20 of 57,33 of 102,3 of 3,2 of 2,10 of 17,4 of 5
UFC 153: Silva vs Bonnar,Sergio Moraes,Renee Forte,W,L,0,0,16 of 45,26 of 76,35%,34%,27 of 58,38 of 88,4 of 11,0 of 0,36%,---,1,0,0,0,4:21,0:58,13 of 36,12 of 59,3 of 8,7 of 10,0 of 1,7 of 7,14 of 40,16 of 62,1 of 4,5 of 8,1 of 1,5 of 6
UFC 153: Silva vs Bonnar,Luiz Cane,Chris Camozzi,L,W,0,0,55 of 133,97 of 269,41%,36%,64 of 142,97 of 269,1 of 3,0 of 1,33%,0%,1,0,0,0,1:12,0:00,42 of 115,67 of 226,6 of 11,11 of 19,7 of 7,19 of 24,49 of 123,93 of 263,4 of 8,4 of 6,2 of 2,0 of 0
UFC 153: Silva vs Bonnar,Cristiano Marcello,Reza Madadi,W,L,0,0,72 of 241,77 of 151,29%,50%,77 of 251,88 of 163,0 of 1,3 of 4,0%,75%,0,0,0,0,0:00,2:11,52 of 205,70 of 140,12 of 24,5 of 8,8 of 12,2 of 3,68 of 229,64 of 131,4 of 10,13 of 20,0 of 2,0 of 0
UFC on FX: Browne vs Bigfoot,Travis Browne,Antonio Silva,L,W,0,1,8 of 19,15 of 20,42%,75%,8 of 19,23 of 28,0 of 0,0 of 2,---,0%,0,0,0,0,0:00,0:53,2 of 13,8 of 13,2 of 2,1 of 1,4 of 4,6 of 6,6 of 16,7 of 11,2 of 3,4 of 4,0 of 0,4 of 5
UFC on FX: Browne vs Bigfoot,Jake Ellenberger,Jay Hieron,W,L,0,0,25 of 81,32 of 127,30%,25%,27 of 83,43 of 139,2 of 4,0 of 2,50%,0%,0,0,0,0,1:05,0:00,18 of 72,17 of 107,1 of 3,3 of 5,6 of 6,12 of 15,19 of 72,31 of 125,1 of 3,1 of 2,5 of 6,0 of 0
UFC on FX: Browne vs Bigfoot,John Dodson,Jussier Formiga,W,L,2,0,33 of 112,9 of 37,29%,24%,36 of 115,9 of 37,0 of 2,0 of 5,0%,0%,0,0,0,0,0:18,0:00,20 of 93,8 of 36,8 of 14,1 of 1,5 of 5,0 of 0,23 of 102,9 of 37,0 of 0,0 of 0,10 of 10,0 of 0
UFC on FX: Browne vs Bigfoot,Josh Neer,Justin Edwards,L,W,0,0,0 of 0,6 of 7,---,85%,0 of 0,7 of 8,0 of 1,0 of 1,0%,0%,0,1,0,0,0:20,0:08,0 of 0,4 of 5,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,6 of 7,0 of 0,0 of 0,0 of 0,0 of 0
UFC on FX: Browne vs Bigfoot,Michael Johnson,Danny Castillo,W,L,1,1,17 of 36,17 of 35,47%,48%,18 of 38,29 of 47,0 of 0,0 of 1,---,0%,0,1,0,0,0:03,4:02,8 of 25,14 of 31,2 of 4,0 of 1,7 of 7,3 of 3,13 of 32,5 of 18,0 of 0,0 of 0,4 of 4,12 of 17
UFC on FX: Browne vs Bigfoot,Aaron Simpson,Mike Pierce,L,W,1,1,28 of 44,10 of 21,63%,47%,50 of 72,21 of 32,1 of 1,0 of 2,100%,0%,1,0,0,0,0:47,1:09,23 of 32,8 of 19,4 of 11,1 of 1,1 of 1,1 of 1,10 of 20,6 of 15,14 of 20,2 of 4,4 of 4,2 of 2
UFC on FX: Browne vs Bigfoot,Marcus LeVesseur,Carlo Prater,W,L,0,0,53 of 77,42 of 79,68%,53%,109 of 140,54 of 91,3 of 7,0 of 5,42%,0%,0,3,0,0,8:28,2:12,10 of 29,0 of 19,9 of 10,29 of 47,34 of 38,13 of 13,10 of 27,5 of 24,42 of 48,37 of 55,1 of 2,0 of 0
UFC on FX: Browne vs Bigfoot,Jacob Volkmann,Shane Roller,W,L,0,0,8 of 25,0 of 7,32%,0%,14 of 32,0 of 7,1 of 4,0 of 0,25%,---,2,0,0,0,1:24,0:00,6 of 18,0 of 7,2 of 4,0 of 0,0 of 3,0 of 0,3 of 16,0 of 7,0 of 0,0 of 0,5 of 9,0 of 0
UFC on FX: Browne vs Bigfoot,Bart Palaszewski,Diego Nunes,L,W,0,2,37 of 119,61 of 137,31%,44%,45 of 128,68 of 148,0 of 0,3 of 6,---,50%,2,0,0,0,0:13,5:51,16 of 88,36 of 106,4 of 7,6 of 10,17 of 24,19 of 21,33 of 113,41 of 97,3 of 5,3 of 5,1 of 1,17 of 35
UFC on FX: Browne vs Bigfoot,Darren Uyenoyama,Phil Harris,W,L,0,0,7 of 43,10 of 57,16%,17%,16 of 55,13 of 62,0 of 0,2 of 3,---,66%,2,0,1,0,2:00,2:34,4 of 33,3 of 42,0 of 5,2 of 6,3 of 5,5 of 9,7 of 37,3 of 44,0 of 2,6 of 10,0 of 4,1 of 3
UFC on FUEL TV: Struve vs Miocic,Stefan Struve,Stipe Miocic,W,L,0,0,57 of 128,48 of 95,44%,50%,57 of 128,48 of 95,0 of 0,1 of 3,---,33%,0,0,0,0,0:00,0:03,41 of 110,24 of 69,5 of 7,16 of 18,11 of 11,8 of 8,57 of 125,46 of 93,0 of 3,1 of 1,0 of 0,1 of 1
UFC on FUEL TV: Struve vs Miocic,Dan Hardy,Amir Sadollah,W,L,0,0,65 of 141,61 of 134,46%,45%,102 of 180,70 of 144,3 of 7,0 of 2,42%,0%,0,0,0,0,6:49,0:45,51 of 126,31 of 91,5 of 6,13 of 21,9 of 9,17 of 22,38 of 98,42 of 109,10 of 16,18 of 24,17 of 27,1 of 1
UFC on FUEL TV: Struve vs Miocic,Brad Pickett,Yves Jabouin,W,L,1,0,14 of 48,26 of 57,29%,45%,14 of 48,26 of 57,0 of 1,0 of 0,0%,---,0,0,0,0,0:02,0:00,8 of 39,15 of 44,3 of 5,7 of 9,3 of 4,4 of 4,12 of 46,26 of 56,0 of 0,0 of 1,2 of 2,0 of 0
UFC on FUEL TV: Struve vs Miocic,Paul Sass,Matt Wiman,L,W,0,0,6 of 10,3 of 4,60%,75%,14 of 19,7 of 8,1 of 1,0 of 0,100%,---,0,2,0,0,2:55,0:40,4 of 8,2 of 3,2 of 2,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,6 of 10,2 of 3
UFC on FUEL TV: Struve vs Miocic,John Hathaway,John Maguire,W,L,0,0,41 of 135,13 of 41,30%,31%,126 of 231,31 of 60,1 of 2,1 of 3,50%,33%,0,0,0,0,4:09,1:43,20 of 109,11 of 39,7 of 11,0 of 0,14 of 15,2 of 2,28 of 115,11 of 37,1 of 1,0 of 1,12 of 19,2 of 3
UFC on FUEL TV: Struve vs Miocic,Che Mills,Duane Ludwig,W,L,0,0,8 of 13,2 of 10,61%,20%,16 of 25,5 of 13,2 of 2,0 of 0,100%,---,0,0,0,0,2:05,0:00,6 of 11,2 of 10,2 of 2,0 of 0,0 of 0,0 of 0,1 of 2,1 of 7,2 of 3,1 of 2,5 of 8,0 of 1
UFC on FUEL TV: Struve vs Miocic,Kyle Kingsbury,Jimi Manuwa,L,W,0,1,28 of 44,53 of 77,63%,68%,58 of 74,55 of 79,2 of 8,0 of 0,25%,---,0,1,0,0,5:10,0:51,4 of 20,32 of 56,9 of 9,14 of 14,15 of 15,7 of 7,11 of 26,35 of 57,17 of 18,16 of 18,0 of 0,2 of 2
UFC on FUEL TV: Struve vs Miocic,Andy Ogle,Akira Corassani,L,W,1,0,52 of 105,45 of 93,49%,48%,102 of 156,51 of 99,1 of 11,0 of 0,9%,---,0,0,0,0,5:48,0:02,36 of 82,29 of 76,8 of 15,12 of 13,8 of 8,4 of 4,33 of 83,41 of 89,2 of 3,4 of 4,17 of 19,0 of 0
UFC on FUEL TV: Struve vs Miocic,Tom Watson,Brad Tavares,L,W,0,0,65 of 127,83 of 173,51%,47%,72 of 134,92 of 183,0 of 2,5 of 12,0%,41%,0,0,0,0,1:07,5:25,32 of 84,62 of 148,20 of 28,12 of 14,13 of 15,9 of 11,52 of 109,71 of 158,11 of 16,11 of 13,2 of 2,1 of 2
UFC on FUEL TV: Struve vs Miocic,DaMarques Johnson,Gunnar Nelson,L,W,0,0,1 of 4,9 of 10,25%,90%,1 of 4,16 of 17,0 of 0,1 of 1,---,100%,0,2,0,0,0:00,2:50,0 of 3,7 of 8,1 of 1,0 of 0,0 of 0,2 of 2,0 of 3,3 of 4,1 of 1,0 of 0,0 of 0,6 of 6
UFC on FUEL TV: Struve vs Miocic,Jason Young,Robert Peralta,L,W,0,1,2 of 2,7 of 17,100%,41%,2 of 2,7 of 17,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,1 of 1,6 of 16,0 of 0,1 of 1,1 of 1,0 of 0,2 of 2,2 of 12,0 of 0,0 of 0,0 of 0,5 of 5
UFC 152: Jones vs Belfort,Jon Jones,Vitor Belfort,W,L,1,0,65 of 110,16 of 36,59%,44%,96 of 144,22 of 43,1 of 1,0 of 0,100%,---,1,1,0,0,9:25,0:06,46 of 79,8 of 26,5 of 10,3 of 5,14 of 21,5 of 5,23 of 52,11 of 28,0 of 2,4 of 6,42 of 56,1 of 2
UFC 152: Jones vs Belfort,Joseph Benavidez,Demetrious Johnson,L,W,0,0,44 of 250,77 of 156,17%,49%,53 of 259,96 of 177,0 of 7,5 of 10,0%,50%,2,0,0,0,3:24,2:20,23 of 204,29 of 96,12 of 28,33 of 42,9 of 18,15 of 18,34 of 223,45 of 114,9 of 26,23 of 32,1 of 1,9 of 10
UFC 152: Jones vs Belfort,Michael Bisping,Brian Stann,W,L,0,0,64 of 141,57 of 141,45%,40%,88 of 168,72 of 158,4 of 13,0 of 0,30%,---,0,0,0,1,4:32,1:06,46 of 119,27 of 102,7 of 10,10 of 17,11 of 12,20 of 22,50 of 115,46 of 124,13 of 21,9 of 14,1 of 5,2 of 3
UFC 152: Jones vs Belfort,Matt Hamill,Roger Hollett,W,L,0,0,94 of 144,26 of 72,65%,36%,151 of 216,32 of 79,6 of 8,0 of 0,75%,---,0,0,0,0,6:02,0:00,86 of 132,9 of 42,0 of 1,14 of 27,8 of 11,3 of 3,23 of 62,25 of 71,1 of 1,0 of 0,70 of 81,1 of 1
UFC 152: Jones vs Belfort,Cub Swanson,Charles Oliveira,W,L,1,0,9 of 21,6 of 18,42%,33%,9 of 21,10 of 22,0 of 0,1 of 2,---,50%,0,0,0,0,0:02,0:46,6 of 13,5 of 17,2 of 3,0 of 0,1 of 5,1 of 1,9 of 20,4 of 15,0 of 0,0 of 0,0 of 1,2 of 3
UFC 152: Jones vs Belfort,Igor Pokrajac,Vinny Magalhaes,L,W,0,0,8 of 13,15 of 19,61%,78%,22 of 31,25 of 32,1 of 2,1 of 3,50%,33%,0,2,0,0,3:05,1:39,3 of 8,2 of 6,4 of 4,11 of 11,1 of 1,2 of 2,2 of 6,1 of 3,4 of 4,12 of 13,2 of 3,2 of 3
UFC 152: Jones vs Belfort,TJ Grant,Evan Dunham,W,L,0,0,164 of 300,160 of 377,54%,42%,171 of 309,183 of 410,0 of 3,3 of 8,0%,37%,0,0,0,0,0:40,1:48,99 of 225,132 of 336,54 of 63,21 of 34,11 of 12,7 of 7,146 of 276,156 of 369,18 of 24,3 of 4,0 of 0,1 of 4
UFC 152: Jones vs Belfort,Sean Pierson,Lance Benoist,W,L,0,1,74 of 159,91 of 200,46%,45%,112 of 202,109 of 218,0 of 3,0 of 1,0%,0%,0,0,0,0,2:52,0:44,51 of 132,56 of 155,17 of 19,20 of 25,6 of 8,15 of 20,65 of 147,73 of 178,6 of 7,7 of 8,3 of 5,11 of 14
UFC 152: Jones vs Belfort,Jimy Hettes,Marcus Brimage,L,W,0,1,87 of 175,111 of 282,49%,39%,113 of 204,120 of 294,2 of 9,0 of 0,22%,---,0,0,0,0,2:35,0:15,81 of 169,52 of 179,4 of 4,49 of 93,2 of 2,10 of 10,78 of 164,105 of 268,4 of 5,5 of 10,5 of 6,1 of 4
UFC 152: Jones vs Belfort,Seth Baczynski,Simeon Thoresen,W,L,1,0,15 of 78,17 of 54,19%,31%,15 of 78,17 of 54,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,12 of 69,9 of 45,3 of 6,4 of 5,0 of 3,4 of 4,12 of 74,15 of 52,2 of 3,2 of 2,1 of 1,0 of 0
UFC 152: Jones vs Belfort,Mitch Gagnon,Walel Watson,W,L,1,0,5 of 11,1 of 8,45%,12%,6 of 12,1 of 8,0 of 0,0 of 0,---,---,1,0,0,0,0:31,0:00,5 of 10,0 of 6,0 of 0,1 of 1,0 of 1,0 of 1,1 of 4,1 of 8,0 of 0,0 of 0,4 of 7,0 of 0
UFC 152: Jones vs Belfort,Kyle Noke,Charlie Brenneman,W,L,1,0,7 of 15,0 of 2,46%,0%,7 of 15,0 of 2,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,7 of 15,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,3 of 9,0 of 2,0 of 0,0 of 0,4 of 6,0 of 0
UFC 150: Henderson vs Edgar II,Benson Henderson,Frankie Edgar,W,L,0,1,64 of 167,66 of 182,38%,36%,67 of 170,70 of 186,0 of 1,2 of 6,0%,33%,1,2,0,0,0:07,3:00,33 of 124,29 of 126,14 of 19,17 of 27,17 of 24,20 of 29,62 of 163,61 of 176,2 of 4,3 of 4,0 of 0,2 of 2
UFC 150: Henderson vs Edgar II,Donald Cerrone,Melvin Guillard,W,L,1,1,4 of 9,10 of 28,44%,35%,4 of 9,10 of 28,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:04,3 of 7,8 of 24,0 of 1,2 of 4,1 of 1,0 of 0,4 of 9,4 of 16,0 of 0,6 of 11,0 of 0,0 of 1
UFC 150: Henderson vs Edgar II,Jake Shields,Ed Herman,NC,NC,0,0,33 of 47,21 of 50,70%,42%,148 of 169,71 of 102,3 of 8,1 of 1,37%,100%,0,0,0,0,9:03,3:57,15 of 27,8 of 36,15 of 16,9 of 10,3 of 4,4 of 4,11 of 20,3 of 23,10 of 11,15 of 21,12 of 16,3 of 6
UFC 150: Henderson vs Edgar II,Yushin Okami,Buddy Roberts,W,L,0,0,26 of 68,15 of 35,38%,42%,54 of 116,20 of 40,3 of 6,0 of 0,50%,---,0,1,0,0,5:28,0:03,23 of 65,10 of 28,2 of 2,3 of 4,1 of 1,2 of 3,6 of 21,14 of 34,1 of 1,1 of 1,19 of 46,0 of 0
UFC 150: Henderson vs Edgar II,Justin Lawrence,Max Holloway,L,W,0,1,32 of 90,29 of 124,35%,23%,32 of 92,29 of 124,1 of 4,0 of 0,25%,---,0,0,0,0,0:09,0:05,26 of 70,18 of 110,3 of 15,8 of 11,3 of 5,3 of 3,32 of 90,23 of 108,0 of 0,0 of 0,0 of 0,6 of 16
UFC 150: Henderson vs Edgar II,Dennis Bermudez,Tommy Hayden,W,L,0,1,12 of 27,6 of 27,44%,22%,16 of 32,8 of 31,1 of 2,0 of 3,50%,0%,2,0,1,0,2:07,0:28,12 of 26,6 of 23,0 of 1,0 of 4,0 of 0,0 of 0,6 of 18,5 of 25,1 of 1,0 of 0,5 of 8,1 of 2
UFC 150: Henderson vs Edgar II,Jared Hamman,Michael Kuiper,L,W,0,2,61 of 149,56 of 95,40%,58%,64 of 153,65 of 106,0 of 3,1 of 2,0%,50%,0,0,0,0,0:06,1:15,49 of 134,43 of 81,8 of 11,3 of 4,4 of 4,10 of 10,60 of 145,47 of 80,1 of 4,9 of 14,0 of 0,0 of 1
UFC 150: Henderson vs Edgar II,Ken Stone,Erik Perez,L,W,0,1,2 of 3,9 of 11,66%,81%,2 of 3,9 of 11,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:04,1 of 2,7 of 9,1 of 1,0 of 0,0 of 0,2 of 2,2 of 3,3 of 5,0 of 0,0 of 0,0 of 0,6 of 6
UFC 150: Henderson vs Edgar II,Dustin Pague,Chico Camus,L,W,0,0,22 of 37,32 of 45,59%,71%,35 of 54,86 of 109,1 of 2,2 of 2,50%,100%,1,1,0,1,2:16,10:52,21 of 34,26 of 39,1 of 2,3 of 3,0 of 1,3 of 3,7 of 17,8 of 11,0 of 0,1 of 1,15 of 20,23 of 33
UFC 150: Henderson vs Edgar II,Nik Lentz,Eiji Mitsuoka,W,L,0,0,33 of 37,5 of 10,89%,50%,59 of 67,6 of 11,4 of 4,0 of 2,100%,0%,0,0,0,0,2:54,0:08,22 of 26,4 of 9,4 of 4,1 of 1,7 of 7,0 of 0,3 of 6,4 of 8,12 of 13,0 of 1,18 of 18,1 of 1
UFC on FOX: Shogun vs Vera,Mauricio Rua,Brandon Vera,W,L,1,0,68 of 103,67 of 106,66%,63%,142 of 184,89 of 132,4 of 7,1 of 2,57%,50%,0,1,0,0,11:26,1:51,51 of 81,28 of 63,9 of 11,27 of 28,8 of 11,12 of 15,38 of 68,51 of 87,16 of 18,14 of 15,14 of 17,2 of 4
UFC on FOX: Shogun vs Vera,Lyoto Machida,Ryan Bader,W,L,1,0,21 of 31,7 of 32,67%,21%,21 of 31,7 of 32,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,8 of 17,2 of 22,9 of 10,1 of 3,4 of 4,4 of 7,19 of 29,7 of 32,0 of 0,0 of 0,2 of 2,0 of 0
UFC on FOX: Shogun vs Vera,Joe Lauzon,Jamie Varner,W,L,0,1,44 of 118,82 of 177,37%,46%,55 of 130,84 of 181,2 of 5,2 of 4,40%,50%,1,1,2,2,2:11,1:41,42 of 115,53 of 141,1 of 2,26 of 31,1 of 1,3 of 5,35 of 108,78 of 172,1 of 2,2 of 3,8 of 8,2 of 2
UFC on FOX: Shogun vs Vera,Mike Swick,DaMarques Johnson,W,L,0,0,19 of 41,17 of 53,46%,32%,27 of 51,28 of 67,1 of 1,2 of 2,100%,100%,0,0,0,0,0:13,3:23,18 of 38,13 of 49,1 of 3,3 of 3,0 of 0,1 of 1,15 of 36,8 of 41,1 of 2,0 of 1,3 of 3,9 of 11
UFC on FOX: Shogun vs Vera,Cole Miller,Nam Phan,L,W,0,0,143 of 422,129 of 366,33%,35%,143 of 422,129 of 366,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00,120 of 381,96 of 314,18 of 36,26 of 43,5 of 5,7 of 9,143 of 422,129 of 366,0 of 0,0 of 0,0 of 0,0 of 0
UFC on FOX: Shogun vs Vera,Phil Davis,Wagner Prado,NC,NC,0,0,4 of 12,2 of 16,33%,12%,4 of 12,3 of 17,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,3 of 9,2 of 15,1 of 3,0 of 1,0 of 0,0 of 0,4 of 12,2 of 16,0 of 0,0 of 0,0 of 0,0 of 0
UFC on FOX: Shogun vs Vera,Josh Grispi,Rani Yahya,L,W,0,0,6 of 10,3 of 9,60%,33%,8 of 12,11 of 27,0 of 0,1 of 2,---,50%,0,1,0,0,0:06,2:28,3 of 7,2 of 7,2 of 2,0 of 0,1 of 1,1 of 2,5 of 9,1 of 6,0 of 0,0 of 0,1 of 1,2 of 3
UFC on FOX: Shogun vs Vera,Philip De Fries,Oli Thompson,W,L,1,0,35 of 77,18 of 35,45%,51%,55 of 109,29 of 47,2 of 6,0 of 3,33%,0%,1,0,0,0,6:04,0:49,29 of 70,4 of 17,5 of 6,11 of 13,1 of 1,3 of 5,15 of 48,8 of 23,13 of 17,10 of 12,7 of 12,0 of 0
UFC on FOX: Shogun vs Vera,Manvel Gamburyan,Michihiro Omigawa,W,L,0,1,52 of 116,41 of 94,44%,43%,58 of 125,71 of 127,6 of 12,0 of 2,50%,0%,0,0,0,0,4:42,1:03,37 of 97,30 of 77,7 of 10,4 of 5,8 of 9,7 of 12,47 of 108,37 of 89,5 of 8,4 of 5,0 of 0,0 of 0
UFC on FOX: Shogun vs Vera,John Moraga,Ulysses Gomez,W,L,1,0,34 of 63,16 of 43,53%,37%,36 of 66,16 of 43,0 of 0,0 of 5,---,0%,0,0,0,0,0:21,0:23,12 of 37,7 of 32,13 of 16,3 of 4,9 of 10,6 of 7,24 of 51,13 of 40,9 of 11,3 of 3,1 of 1,0 of 0
UFC 149: Faber vs Barao,Urijah Faber,Renan Barao,L,W,0,0,60 of 178,85 of 290,33%,29%,62 of 180,85 of 290,0 of 6,0 of 0,0%,---,0,0,0,0,0:08,0:00,38 of 141,55 of 236,12 of 26,10 of 23,10 of 11,20 of 31,57 of 170,81 of 282,3 of 8,4 of 8,0 of 0,0 of 0
UFC 149: Faber vs Barao,Hector Lombard,Tim Boetsch,L,W,0,0,26 of 77,54 of 98,33%,55%,47 of 99,57 of 101,2 of 4,0 of 9,50%,0%,0,0,0,0,2:23,0:07,18 of 65,11 of 39,6 of 6,20 of 32,2 of 6,23 of 27,22 of 70,42 of 78,2 of 5,12 of 20,2 of 2,0 of 0
UFC 149: Faber vs Barao,Cheick Kongo,Shawn Jordan,W,L,0,0,38 of 56,15 of 41,67%,36%,64 of 84,23 of 50,0 of 2,0 of 5,0%,0%,0,0,0,0,6:03,5:59,13 of 31,6 of 32,21 of 21,3 of 3,4 of 4,6 of 6,12 of 26,2 of 11,26 of 30,12 of 25,0 of 0,1 of 5
UFC 149: Faber vs Barao,Brian Ebersole,James Head,L,W,0,0,35 of 88,37 of 83,39%,44%,51 of 104,62 of 108,1 of 15,1 of 1,6%,100%,0,1,0,1,2:54,3:16,13 of 53,22 of 64,9 of 15,13 of 16,13 of 20,2 of 3,32 of 77,19 of 61,1 of 4,17 of 21,2 of 7,1 of 1
UFC 149: Faber vs Barao,Chris Clements,Matthew Riddle,NC,NC,0,0,38 of 76,28 of 63,50%,44%,64 of 103,79 of 121,0 of 0,5 of 9,---,55%,0,1,0,0,0:45,5:27,21 of 55,19 of 51,12 of 16,7 of 9,5 of 5,2 of 3,22 of 52,11 of 37,9 of 13,6 of 11,7 of 11,11 of 15
UFC 149: Faber vs Barao,Court McGee,Nick Ring,L,W,0,0,108 of 295,68 of 137,36%,49%,146 of 350,71 of 143,0 of 4,0 of 7,0%,0%,0,0,0,0,0:09,0:26,70 of 241,41 of 104,16 of 27,12 of 13,22 of 27,15 of 20,106 of 291,66 of 135,2 of 4,2 of 2,0 of 0,0 of 0
UFC 149: Faber vs Barao,Roland Delorme,Francisco Rivera,NC,NC,0,1,16 of 60,52 of 79,26%,65%,16 of 60,54 of 82,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:02,6 of 42,39 of 64,3 of 4,1 of 2,7 of 14,12 of 13,15 of 59,48 of 74,1 of 1,2 of 3,0 of 0,2 of 2
