Name,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Taekwondo,Style_Wrestler,Style_Wrestling
Ariane Carnelossi,0.4,0.8493150684931506,0.19354838709677447,0.25556544968833483,0.46930693069306934,0.18266666666666667,0.027607361963190188,0.5294117647058824,0.14,0.0,0.5458333333333334,0.07826694619147449,0.06578947368421052,0.05319148936170213,0.5294117647058824,0.046153846153846156,0.024096385542168676,0.4,0.56,0.576923076923077,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Luana Carolina,0.4,0.9041095890410958,0.6774193548387095,0.4283170080142475,0.35049504950495053,0.04533333333333334,0.0572597137014315,0.6,0.74,0.00012222222222222221,0.6658333333333334,0.30887491264849753,0.32675438596491224,0.1773049645390071,0.1764705882352941,0.1076923076923077,0.012048192771084338,0.51,0.38,0.42307692307692313,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cortney Casey,0.6,0.9178082191780821,0.5483870967741935,0.38201246660730187,0.39603960396039606,0.052,0.04805725971370143,0.6470588235294118,0.4,0.0,0.6341666666666667,0.44723969252271134,0.20833333333333331,0.28723404255319146,0.1764705882352941,0.1076923076923077,0.04819277108433735,0.39,0.31,0.38461538461538464,0.47619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Jacqueline Cavalcanti,0.20000000000000007,0.9315068493150684,0.7419354838709675,0.7479964381121995,0.25742574257425743,0.0,0.0,1.0,1.0,0.0,0.75,0.08106219426974144,0.021929824561403508,0.0,0.1764705882352941,0.03076923076923077,0.0,0.5700000000000001,0.0,0.23076923076923078,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Katlyn Cerminara,0.5600000000000002,0.9452054794520548,0.6129032258064515,0.4078361531611754,0.4435643564356436,0.04133333333333333,0.03169734151329243,0.7294117647058823,0.5,6.666666666666667e-05,0.7083333333333334,0.670859538784067,0.18859649122807015,0.20567375886524822,0.11764705882352941,0.23076923076923078,0.012048192771084338,0.35000000000000003,0.16,0.6923076923076923,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Alex Chambers,0.92,0.8630136986301369,0.2903225806451615,0.26447016918967053,0.504950495049505,0.308,0.10122699386503067,0.6,0.53,0.0,0.455,0.061495457721872815,0.07017543859649122,0.05319148936170213,0.23529411764705882,0.015384615384615385,0.012048192771084338,0.54,0.41000000000000003,0.19230769230769232,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chelsea Chandler,0.4800000000000001,0.9383561643835616,0.6129032258064515,0.31433659839715045,0.40198019801980195,0.12133333333333333,0.0,0.49411764705882355,0.33,0.0,0.6158333333333333,0.07127882599580712,0.08333333333333333,0.12056737588652482,0.11764705882352941,0.046153846153846156,0.012048192771084338,0.45,0.6,0.23076923076923078,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Macy Chiasson,0.4800000000000001,0.9726027397260273,0.8709677419354835,0.3357079252003562,0.27623762376237626,0.316,0.04294478527607362,0.5176470588235293,0.7000000000000001,0.0003111111111111111,0.4891666666666667,0.13417190775681342,0.2631578947368421,0.3333333333333333,0.1764705882352941,0.06153846153846154,0.03614457831325302,0.46,0.39,0.42307692307692313,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Hannah Cifers,0.36,0.8356164383561644,0.22580645161290347,0.44434550311665183,0.5336633663366337,0.034666666666666665,0.026584867075664622,0.6235294117647059,0.65,0.0005666666666666667,0.4166666666666667,0.15024458420684836,0.1425438596491228,0.03900709219858156,0.29411764705882354,0.07692307692307693,0.0,0.45,1.0,0.38461538461538464,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heather Jo Clark,0.84,0.9041095890410958,0.3548387096774195,0.3285841495992876,0.5564356435643565,0.044000000000000004,0.03374233128834356,0.6,0.8,0.0,0.75,0.08106219426974144,0.09649122807017543,0.02127659574468085,0.11764705882352941,0.03076923076923077,0.03614457831325302,0.49,0.04,0.2692307692307693,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jessica-Rose Clark,0.5600000000000002,0.8904109589041096,0.3870967741935485,0.3321460373998219,0.3475247524752475,0.22133333333333333,0.02862985685071575,0.6823529411764706,0.63,0.0,0.6008333333333333,0.19986023759608665,0.11403508771929824,0.23049645390070922,0.1764705882352941,0.09230769230769231,0.024096385542168676,0.52,0.43,0.42307692307692313,0.42857142857142855,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jamie Colleen,0.64,0.8630136986301369,0.4193548387096775,0.27693677649154047,0.5603960396039604,0.06933333333333333,0.1584867075664622,0.38823529411764707,0.5,0.0,0.7241666666666667,0.033542976939203356,0.07236842105263158,0.031914893617021274,0.1764705882352941,0.0,0.012048192771084338,0.62,0.33,0.15384615384615385,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wang Cong,0.44000000000000006,0.8889035806844025,0.4685351665785302,0.5520926090828139,0.06435643564356436,0.6519999999999999,1.0,0.5882352941176471,0.0,0.20444444444444446,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,1.0,1.0,0.01,0.0,0.0,0.06696428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amanda Cooper,0.4,0.8630136986301369,0.3548387096774195,0.3161175422974176,0.3168316831683169,0.204,0.18711656441717792,0.611764705882353,0.29,0.0,0.4091666666666667,0.07826694619147449,0.015350877192982455,0.1950354609929078,0.058823529411764705,0.015384615384615385,0.024096385542168676,0.44,0.38,0.15384615384615385,0.23809523809523808,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nora Cornolle,0.5200000000000001,0.9178082191780821,0.5483870967741935,0.29296527159394475,0.12475247524752477,0.0,0.0,0.6588235294117647,0.5,0.0007222222222222223,0.5775,0.025157232704402514,0.08333333333333333,0.0070921985815602835,0.3529411764705882,0.015384615384615385,0.012048192771084338,0.59,0.08,0.038461538461538464,0.0,0.06696428571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Bethe Correia,0.7200000000000001,0.8904109589041096,0.3548387096774195,0.38913624220837045,0.4881188118811881,0.052,0.0,0.6588235294117647,0.86,0.0,0.6333333333333334,0.40041928721174,0.1907894736842105,0.014184397163120567,0.11764705882352941,0.13846153846153847,0.0,0.44,0.18,0.42307692307692313,0.2857142857142857,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Tracy Cortez,0.36,0.8904109589041096,0.4516129032258065,0.3312555654496883,0.29900990099009905,0.2786666666666666,0.026584867075664622,0.6705882352941176,0.62,0.0,0.8216666666666668,0.18448637316561844,0.1074561403508772,0.4078014184397163,0.058823529411764705,0.13846153846153847,0.012048192771084338,0.48,0.46,0.42307692307692313,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Hailey Cowan,0.4,0.9315068493150684,0.5483870967741935,0.26447016918967053,0.31386138613861386,0.2,0.0,0.4,0.8,0.0,0.75,0.03563941299790356,0.05701754385964912,0.0425531914893617,0.11764705882352941,0.046153846153846156,0.024096385542168676,0.42,0.33,0.2692307692307693,0.14285714285714285,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Kailin Curran,0.44000000000000006,0.8767123287671232,0.4193548387096775,0.346393588601959,0.4702970297029703,0.26666666666666666,0.056237218813905934,0.6235294117647059,0.62,0.0,0.5883333333333334,0.14255765199161424,0.17105263157894735,0.1347517730496454,0.0,0.046153846153846156,0.012048192771084338,0.44,0.58,0.15384615384615385,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cris Cyborg,0.64,0.9315068493150684,0.6129032258064515,0.6482635796972396,0.22277227722772278,0.08800000000000001,0.0408997955010225,0.7647058823529411,0.9400000000000001,0.0014666666666666667,0.4041666666666667,0.3347309573724668,0.39035087719298245,0.5957446808510638,1.0,0.046153846153846156,0.0,0.53,0.56,0.8076923076923077,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ariane da Silva,0.36,0.9041095890410958,0.5483870967741935,0.365093499554764,0.3920792079207921,0.07466666666666667,0.034764826175869123,0.6235294117647059,0.71,0.0003777777777777778,0.5533333333333333,0.29210342417889584,0.17982456140350878,0.1595744680851064,0.3529411764705882,0.1076923076923077,0.04819277108433735,0.42,0.56,0.6538461538461539,0.42857142857142855,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Dayana da Silva Santos,0.44000000000000006,0.8889035806844025,0.4685351665785302,0.5636687444345503,0.5871287128712871,0.0,0.0,0.6823529411764706,0.43,0.0,0.75,0.058700209643605866,0.010964912280701754,0.02127659574468085,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.06696428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aisling Daly,0.5600000000000002,0.8493150684931506,0.3548387096774195,0.26001780943900266,0.1386138613861386,0.2866666666666666,0.08793456032719836,0.6588235294117647,0.33,0.0,0.5816666666666667,0.011180992313067784,0.06140350877192982,0.20567375886524822,0.29411764705882354,0.046153846153846156,0.0963855421686747,0.52,0.42,0.6153846153846154,0.23809523809523808,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cindy Dandois,0.68,0.9178082191780821,0.4685351665785302,0.27871772039180764,0.33663366336633666,0.6666666666666666,0.0,0.6941176470588235,0.0,1.0,0.023333333333333334,0.005590496156533892,0.02412280701754386,0.0070921985815602835,0.11764705882352941,0.06153846153846154,0.3855421686746988,0.56,0.08,0.11538461538461539,0.0,0.06696428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alexis Davis,0.68,0.9041095890410958,0.6129032258064515,0.41228851291184326,0.44059405940594065,0.12666666666666665,0.06646216768916156,0.6470588235294118,0.35000000000000003,0.0,0.65,0.46401118099231303,0.375,0.4219858156028369,0.11764705882352941,0.16923076923076924,0.0963855421686747,0.49,0.45,0.8076923076923077,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Montana De La Rosa,0.31999999999999995,0.9178082191780821,0.6129032258064515,0.2582368655387355,0.33564356435643566,0.24666666666666667,0.08384458077709611,0.5294117647058824,0.68,0.00011111111111111112,0.6091666666666667,0.20964360587002095,0.1162280701754386,0.25177304964539005,0.058823529411764705,0.06153846153846154,0.0963855421686747,0.37,0.33,0.5,0.42857142857142855,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Isabela De Padua,0.4,0.8630136986301369,0.3548387096774195,0.08904719501335707,0.20495049504950494,0.26666666666666666,0.10224948875255624,0.6,0.0,1.0,0.005,0.0,0.019736842105263157,0.0,0.0,0.0,0.43373493975903615,0.67,0.0,0.038461538461538464,0.0,0.06696428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gloria de Paula,0.28000000000000014,0.8904109589041096,0.5806451612903225,0.4354407836153161,0.37326732673267327,0.09866666666666667,0.050102249488752554,0.7764705882352941,0.65,0.0,0.61,0.16002795248078266,0.12280701754385964,0.04609929078014184,0.1764705882352941,0.046153846153846156,0.0,0.54,0.38,0.23076923076923078,0.23809523809523808,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Germaine de Randamie,0.7600000000000001,0.9452054794520548,0.8064516129032255,0.22885129118432768,0.19801980198019803,0.0,0.03885480572597137,0.7647058823529411,0.65,0.0003222222222222222,0.6066666666666667,0.1719077568134172,0.2982456140350877,0.08156028368794326,0.23529411764705882,0.07692307692307693,0.012048192771084338,0.47000000000000003,0.0,0.38461538461538464,0.23809523809523808,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Vanessa Demopoulos,0.5600000000000002,0.8493150684931506,0.06451612903225801,0.3544078361531612,0.5633663366336634,0.055999999999999994,0.0572597137014315,0.49411764705882355,0.3,0.00015555555555555556,0.6716666666666667,0.22361984626135567,0.125,0.1773049645390071,0.058823529411764705,0.35384615384615387,0.04819277108433735,0.41000000000000003,0.12,0.42307692307692313,0.23809523809523808,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Mackenzie Dern,0.4,0.8767123287671232,0.2903225806451615,0.3054318788958148,0.40792079207920795,0.11733333333333333,0.12269938650306748,0.6,0.3,0.00017777777777777779,0.6675000000000001,0.3256464011180992,0.15350877192982454,0.3723404255319149,0.0,1.0,0.08433734939759037,0.4,0.17,0.5384615384615385,0.23809523809523808,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Micol Di Segni,0.5600000000000002,0.8889035806844025,0.4685351665785302,0.6651825467497773,0.5811881188118813,0.0,0.0,0.38823529411764707,0.38,0.0,0.75,0.07127882599580712,0.021929824561403508,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.06696428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shana Dobson,0.5200000000000001,0.9041095890410958,0.6774193548387095,0.29741763134461263,0.5148514851485149,0.11199999999999999,0.0,0.5882352941176471,0.14,0.0003111111111111111,0.4491666666666667,0.090146750524109,0.06578947368421052,0.07446808510638298,0.11764705882352941,0.03076923076923077,0.0,0.38,0.5,0.15384615384615385,0.23809523809523808,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Montserrat Rendon,0.5600000000000002,0.9315068493150684,0.6129032258064515,0.27871772039180764,0.38613861386138615,0.4,0.0,0.6470588235294118,1.0,0.0,0.75,0.05590496156533892,0.0021929824561403508,0.04609929078014184,0.0,0.09230769230769231,0.0,0.29,0.55,0.23076923076923078,0.047619047619047616,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rayanne dos Santos,0.31999999999999995,0.8493150684931506,0.22580645161290347,0.38824577025823687,0.5148514851485149,0.044000000000000004,0.0,0.7176470588235294,0.89,0.0,0.75,0.12229210342417889,0.043859649122807015,0.0035460992907801418,0.11764705882352941,0.06153846153846154,0.0963855421686747,0.43,0.13,0.5384615384615385,0.38095238095238093,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maiara Amajanas Dos Santos,0.4691428571428572,0.8889035806844025,0.4685351665785302,0.0,0.0,0.0,0.04656868058415892,0.6180004157139888,0.5233374558303887,0.08608979191205339,0.5368256772673734,0.15250399409343338,0.10059047796168867,0.11365440253987762,0.15714589084731367,0.06892529852818662,0.08620764647035797,0.43581227436823106,0.322202166064982,0.34046098306026107,0.18890056022408963,0.06696428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emily Ducote,0.36,0.8493150684931506,0.2903225806451615,0.6634016028495102,0.7762376237623763,0.02666666666666667,0.0,0.6823529411764706,0.9400000000000001,0.0,0.75,0.3773584905660377,0.03508771929824561,0.010638297872340425,0.1764705882352941,0.09230769230769231,0.04819277108433735,0.52,0.14,0.5,0.42857142857142855,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Viktoriia Dudakova,0.16000000000000003,0.8904109589041096,0.5483870967741935,0.3072128227960819,0.37326732673267327,0.3506666666666666,0.0,0.5882352941176471,0.5,0.00036666666666666667,0.5700000000000001,0.08455625436757512,0.05701754385964912,0.035460992907801414,0.11764705882352941,0.03076923076923077,0.04819277108433735,0.48,0.36,0.3076923076923077,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Milana Dudieva,0.4691428571428572,0.8904109589041096,0.16129032258064546,0.07747105966162066,0.33960396039603963,0.312,0.0,0.6823529411764706,0.0,0.7122222222222222,0.015000000000000001,0.006289308176100628,0.0021929824561403508,0.010638297872340425,0.11764705882352941,0.09230769230769231,0.3855421686746988,0.45,0.11,0.19230769230769232,0.0,0.06696428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alexis Dufresne,0.4691428571428572,0.9452054794520548,0.6129032258064515,0.11843276936776492,0.3297029702970297,0.2,0.0,0.7176470588235294,0.5,0.0,0.75,0.02166317260656883,0.0043859649122807015,0.024822695035460994,0.1764705882352941,0.0,0.024096385542168676,0.28,0.5,0.19230769230769232,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jessamyn Duke,0.6,0.9726027397260273,0.9354838709677424,0.43009795191451466,0.4386138613861386,0.16933333333333334,0.19427402862985685,0.6705882352941176,0.5,0.0,0.5925,0.11949685534591194,0.10964912280701754,0.028368794326241134,0.058823529411764705,0.015384615384615385,0.012048192771084338,0.53,0.36,0.11538461538461539,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Norma Dumont,0.4800000000000001,0.9178082191780821,0.5483870967741935,0.27693677649154047,0.18712871287128713,0.25466666666666665,0.0,0.7764705882352941,0.72,0.00024444444444444443,0.7416666666666667,0.21104122990915442,0.1644736842105263,0.1347517730496454,0.0,0.13846153846153847,0.024096385542168676,0.5,0.68,0.42307692307692313,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joselyne Edwards,0.28000000000000014,0.9315068493150684,0.7419354838709675,0.3873552983081032,0.32574257425742575,0.11733333333333333,0.03885480572597137,0.5764705882352941,0.6,0.0,0.75,0.3165618448637316,0.08991228070175439,0.09929078014184398,0.3529411764705882,0.07692307692307693,0.024096385542168676,0.52,0.33,0.5,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Stephanie Egger,0.5600000000000002,0.9041095890410958,0.6129032258064515,0.19590382902938558,0.24554455445544554,0.33066666666666666,0.056237218813905934,0.611764705882353,0.5,0.0,0.3891666666666667,0.04682040531097135,0.05043859649122807,0.10638297872340426,0.1764705882352941,0.015384615384615385,0.04819277108433735,0.47000000000000003,0.43,0.3076923076923077,0.23809523809523808,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Lisa Ellis,0.7600000000000001,0.8767123287671232,0.22580645161290347,0.14959928762243987,0.22970297029702968,0.5586666666666668,0.06134969325153374,0.6705882352941176,0.5,0.0,0.41750000000000004,0.018867924528301886,0.015350877192982455,0.028368794326241134,0.0,0.06153846153846154,0.13253012048192772,0.49,0.64,0.576923076923077,0.42857142857142855,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anna Elmose,0.7200000000000001,0.8630136986301369,0.4193548387096775,0.327693677649154,0.45940594059405937,0.0,0.0,0.6705882352941176,0.33,0.0008888888888888889,0.4691666666666667,0.033542976939203356,0.015350877192982455,0.04964539007092199,0.1764705882352941,0.0,0.0,0.5,0.0,0.11538461538461539,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
