Name,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Taekwondo,Style_Wrestler,Style_Wrestling
DeAnna Bennett,0.68,0.8767123287671232,0.6129032258064515,0.27871772039180764,0.3237623762376238,0.0,0.10224948875255624,0.6823529411764706,0.0,1.0,0.022500000000000003,0.013277428371767994,0.0021929824561403508,0.0070921985815602835,0.23529411764705882,0.03076923076923077,0.6987951807228916,0.0,0.08,0.11538461538461539,0.047619047619047616,0.06696428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Talita Bernardo,0.6,0.8767123287671232,0.6129032258064515,0.27782724844167406,0.4,0.216,0.055214723926380375,0.6588235294117647,0.29,0.0,0.6966666666666667,0.103424178895877,0.015350877192982455,0.0673758865248227,0.0,0.03076923076923077,0.04819277108433735,0.42,0.22,0.23076923076923078,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Erin Blanchfield,0.16000000000000003,0.8767123287671232,0.4838709677419355,0.48708815672306316,0.4297029702970297,0.2733333333333333,0.10429447852760737,0.6823529411764706,0.81,0.0,0.6275000000000001,0.23899371069182387,0.08771929824561403,0.35106382978723405,0.11764705882352941,0.09230769230769231,0.04819277108433735,0.46,0.33,0.46153846153846156,0.09523809523809523,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Tereza Bleda,0.0,0.9452054794520548,0.8064516129032255,0.26892252894033836,0.18415841584158418,0.24133333333333334,0.0736196319018405,0.5529411764705883,0.8300000000000001,0.00039999999999999996,0.6908333333333334,0.034241788958770086,0.02631578947368421,0.22695035460992907,0.11764705882352941,0.046153846153846156,0.024096385542168676,0.53,0.28,0.2692307692307693,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Mandy Böhm,0.4800000000000001,0.9178082191780821,0.8064516129032255,0.22350845948352624,0.32079207920792085,0.096,0.0736196319018405,0.7058823529411764,0.75,0.0,0.6983333333333334,0.053109713487071976,0.05921052631578947,0.0070921985815602835,0.11764705882352941,0.046153846153846156,0.024096385542168676,0.45,0.18,0.3076923076923077,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Poliana Botelho,0.5200000000000001,0.9315068493150684,0.5483870967741935,0.2582368655387355,0.2772277227722772,0.11333333333333333,0.0,0.6352941176470588,0.77,0.00023333333333333333,0.5016666666666667,0.07826694619147449,0.15350877192982454,0.07801418439716312,0.3529411764705882,0.03076923076923077,0.0,0.59,0.5700000000000001,0.3076923076923077,0.23809523809523808,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Bruna Brasil,0.36,0.9041095890410958,0.4516129032258065,0.2617987533392698,0.3455445544554456,0.2573333333333333,0.0,0.6,0.59,0.0002666666666666667,0.6225,0.0880503144654088,0.10307017543859648,0.035460992907801414,0.1764705882352941,0.06153846153846154,0.024096385542168676,0.61,0.73,0.38461538461538464,0.19047619047619047,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Stephanie Luciano,0.12,0.9041095890410958,0.4516129032258065,0.47195013357079246,0.2504950495049505,0.06666666666666667,0.0,0.8,0.85,0.0005555555555555556,0.75,0.09154437456324248,0.03728070175438596,0.03900709219858156,0.11764705882352941,0.046153846153846156,0.0,0.49,1.0,0.23076923076923078,0.047619047619047616,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Priscila Cachoeira,0.5600000000000002,0.9178082191780821,0.4193548387096775,0.3348174532502226,0.6960396039603961,0.02,0.0,0.5058823529411764,0.65,0.0003444444444444444,0.48750000000000004,0.21104122990915442,0.09210526315789473,0.08156028368794326,0.4117647058823529,0.07692307692307693,0.0,0.44,0.33,0.46153846153846156,0.2857142857142857,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cynthia Calvillo,0.6,0.8767123287671232,0.3548387096774195,0.3926981300089047,0.40792079207920795,0.24,0.08282208588957056,0.7529411764705882,0.78,0.0,0.6416666666666667,0.4465408805031446,0.041666666666666664,0.2765957446808511,0.11764705882352941,0.06153846153846154,0.03614457831325302,0.38,0.44,0.34615384615384615,0.2857142857142857,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Gina Carano,0.8000000000000002,0.9315068493150684,0.4685351665785302,0.0,0.0,0.0,0.04656868058415892,0.6180004157139888,0.5233374558303887,0.08608979191205339,0.5368256772673734,0.15250399409343338,0.10059047796168867,0.11365440253987762,0.15714589084731367,0.06892529852818662,0.08620764647035797,0.43581227436823106,0.322202166064982,0.34046098306026107,0.18890056022408963,0.06696428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Liz Carmouche,0.7200000000000001,0.9041095890410958,0.4838709677419355,0.24755120213713266,0.2485148514851485,0.3426666666666666,0.03169734151329243,0.7294117647058823,0.66,0.0,0.6883333333333334,0.18937805730258558,0.20614035087719296,0.6063829787234042,0.3529411764705882,0.07692307692307693,0.024096385542168676,0.54,0.52,0.5,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
